,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
8182,THAR-220,ADVANCED ACTING,2.06,2.99,2.85,2.58,2.15
8183,THAR-250,THEATRE WORKSHOP,1.82,3.38,3.61,3.28,2.1
8184,THAR-275,ADV TPCS IN THEATRE,2.22,3.4,3.32,3.27,2.42
8185,THAR-290,TOPICS IN DANCE HISTORY,2.36,3.0,2.93,2.71,2.5
8186,THAR-575,Musical Theatre and Social Commentary,1.75,3.0,2.75,2.0,2.0
8187,ENGL-078,TPCS IN THEATRE HISTORY,2.04,3.13,2.44,2.6,2.14
8188,ENGL-236,SHAKESPEARE ON STAGE,2.31,3.55,3.47,2.46,2.41
8189,THAR-121,INTRO TO DIRECTING,2.08,3.42,3.49,2.86,2.38
8190,THAR-100,INTRODUCTION TO THEATRE,1.78,2.93,2.9,2.49,1.93
8191,THAR-115,THEORY OF THEATRE,2.08,3.38,3.08,3.08,2.31
8192,THAR-130,INTRO LIGHTSETCOSTUME,2.29,3.32,2.77,2.3,2.8
8193,THAR-131,CONCEPTS OF LIGHTING,1.9,3.86,3.5,2.72,1.97
8194,THAR-170,VOICE FOR THE ACTOR,1.77,3.24,3.72,2.67,1.93
8195,THAR-280,PRESENTING THE ARTS,2.03,2.82,2.88,2.06,2.14
8196,THAR-375,ADV TPCS IN THEATRE: Feminist Theatre and Performance,2.34,3.49,3.3,3.09,2.38
8197,ENGL-271,DRAMATURGY,2.63,3.48,3.29,3.52,3.11
8198,THAR-009,SCRIPTS FOR PERFORMANCE,2.37,3.54,3.01,2.66,2.81
8199,THAR-215,THEORY OF THEATRE,2.16,3.58,3.0,2.94,2.08
8200,THAR-350,REHEARSAL & PERFORMANCE,2.41,3.35,3.48,3.18,3.3
8201,ENGL-259,MODERNISM TO NAZISM: Modernism to Nazism.  German Expressionism from 1900-1945,2.64,3.57,3.24,3.38,2.68
8202,HIST-093,PERFORMING HISTORY,2.09,3.46,3.28,2.93,2.14
8203,THAR-140,TPCS IN THEATRE HISTORY,2.2,3.6,2.6,3.2,2.2
8204,THAR-273,Dark Comedy in Theatre & Film:  Twists & Naughty Bits,2.01,3.13,2.98,2.94,2.41
8205,THAR-279,WOMEN IN THEATRE: DANGEROUS WOMEN,2.15,2.68,2.91,3.08,2.42
8206,AFRC-309,Writing Out Loud: Developing Solo Performance,2.21,2.93,3.19,3.2,2.19
8207,THAR-274,DRAMATURGY,1.74,3.18,3.09,2.64,1.98
8208,THAR-285,PRESENTING THE ARTS,1.97,2.86,3.08,2.09,2.08
8209,CLST-141,ANCIENT THEATER,2.43,3.57,3.57,3.86,2.71
8210,ENGL-276,AUTOBIOG & FICTION,1.82,3.38,3.61,3.28,2.1
8211,THAR-076,THEATRE IN PHILADELPHIA: Theatre in Philadelphia: 2005,1.55,2.57,3.06,2.51,1.76
8212,THAR-236,TOPICS RENAISSANCE DRAMA: ACTING SHAKESPEARE,2.31,3.55,3.47,2.46,2.41
8213,THAR-112,THEATRE HIST CLTR III,2.61,3.38,3.07,3.08,2.58
8214,THAR-271,AMERICAN MUSICAL THEATRE,2.31,3.25,3.34,2.64,2.55
8215,ASAM-275,EAST/WEST STAGE & SCREEN: IMMIGR IN DRAMA & CINEMA,2.0,4.0,4.0,3.8,2.1
8216,HIST-491,TOPICS IN DANCE HISTORY: 19TH C ROMANTIC BALLET,2.36,3.0,2.93,2.71,2.5
8217,THAR-111,RENAISSANCE TO REALISM,2.43,3.31,2.98,3.01,2.57
8218,THAR-125,THE PLAY,2.0,2.86,2.93,3.52,2.23
8219,THAR-240,ADVANCED THEATRE HISTORY: American Theatre Left & Right: Perf. Cult. & Politics 1930's 50's & 80's,2.42,3.46,3.13,3.03,2.59
8220,CLST-315,TRAGEDY & THE TRAGIC,2.28,3.54,3.32,3.72,2.52
8221,EALC-255,JAPANESE THEATER: Geisha and Samurai On Stage,2.7,3.41,3.33,3.3,2.8
8222,HIST-259,TOPICS IN MODERNISM: Modernism into Nazism: German Expressionism from 1900-1945,2.31,4.0,3.85,3.54,2.46
8223,GRMN-310,Theatre and Dance in the Weimar Republic,3.0,4.0,4.0,4.0,3.0
8224,THAR-198,PLAYWRITING WORKSHOP,2.0,4.0,4.0,4.0,2.0
8225,THAR-241,ACTORS & ACTING: Page Stage and Screen,1.75,2.5,2.75,3.5,1.5
8226,ENGL-068,PENN THEATRE: London Theatre Experience Penn-In-London England,1.99,2.67,2.44,2.54,2.42
8227,ENGL-102,MADNESS & LIT 19 & 20 C,2.28,3.21,3.08,3.32,2.7
8228,ENGL-073,19TH-C LITS IN DIALOGUE,2.78,3.67,3.73,3.45,2.74
8229,ENGL-270,POETRY AND POETICS,2.34,3.49,3.3,3.09,2.38
8230,BPUB-202,PRINC OF TRANPORTATION,2.01,3.25,2.65,1.73,1.81
8231,TURK-022,ELEM TURKISH II,2.5,3.88,3.86,3.78,1.75
8232,TURK-024,CONVERSATION IN TURKISH,2.0,3.96,3.92,3.9,1.38
8233,TURK-025,ADV MODERN TURKISH I,2.0,4.0,4.0,3.5,2.5
8234,TURK-028,ADV SPKN TURK/CINEMA II,2.29,4.0,3.83,3.85,2.08
8235,TURK-121,ADV TURKISH CULT&MEDIA I,2.0,4.0,4.0,3.89,1.61
8236,TURK-027,ADV SPOKEN TURK/CINEMA,2.2,3.94,3.81,3.88,1.64
8237,TURK-026,ADV MODERN TURKISH II,2.0,4.0,4.0,4.0,1.67
8238,TURK-122,ADV TURK CULT &MEDIA II,2.0,4.0,4.0,3.92,1.72
8239,TURK-229,OTTOMAN TURKISH I,2.62,4.0,4.0,4.0,2.23
8240,URBS-110,CRIME & PUNISHMENT,2.47,3.6,3.27,3.15,2.95
8241,URBS-200,INTRO URBAN RESEARCH,2.02,2.96,1.98,1.65,2.18
8242,URBS-202,URBAN EDUCATION,1.9,3.03,2.86,2.55,2.39
8243,URBS-205,POWER OF PLACE,1.86,3.07,2.75,2.51,2.38
8244,URBS-206,PUBLIC ENVIRON OF CITIES: Introduction to the Urban Landscape,1.98,3.11,3.0,2.72,2.02
8245,URBS-210,THE CITY,2.6,3.16,2.86,2.57,2.8
8246,URBS-250,URBAN PUB POLICY: Contemporary Phila.: A Case Study,2.66,2.7,2.91,2.33,3.0
8247,URBS-252,URBAN JOURNALISM,2.22,3.42,3.06,2.8,2.3
8248,URBS-300,FIELDWORK,2.12,3.21,2.6,1.94,2.93
8249,URBS-405,RELIGSOC JUST & URB DEV,2.71,3.67,3.66,3.35,2.79
8250,URBS-410,URBAN COMMUN & THE ARTS,2.3,3.18,2.66,2.47,2.49
8251,URBS-450,URBAN REDEVELOP,2.09,2.15,2.41,1.99,1.93
8252,URBS-473,COMMUN ORGAN:HIST&THEORY: Community Organizing:  History and Theory,2.49,2.99,2.97,2.84,2.83
8253,ANTH-121,ORIGIN & CULTR OF CITIES,2.25,2.82,2.22,2.0,2.13
8254,ANTH-139,ANCIENT CIVS OF THE WRLD,2.06,2.88,2.21,1.9,1.77
8255,ANTH-312,HLTH IN URBN COMMUNITIES,1.44,2.94,2.28,2.1,1.49
8256,ANTH-355,URBAN NEIGHBORHOODS,2.47,2.71,2.35,3.0,2.41
8257,ENGL-272,TPCS ASIAN AMERICAN LIT: Chinatown Koreatown and Little Tokyo:  Ghettoes or Communities?,2.25,3.79,3.25,3.33,2.79
8258,HIST-153,URBAN CRISIS,2.02,3.0,2.08,2.42,2.2
8259,HIST-214,GEN HRS AMERICA AFT 1800: RELIGION IN AMER HIST,2.34,3.5,3.21,2.98,2.65
8260,HIST-580,THEO & METH AM SOC HIST,3.4,3.89,3.7,3.8,3.7
8261,SOCI-006,RACE & ETHNIC RELATIONS,2.16,3.07,3.05,3.0,2.38
8262,SOCI-011,URBAN SOCIOLOGY,2.2,3.06,2.7,2.8,2.35
8263,SOCI-264,POVERTYRACE AND HEALTH,1.96,2.95,2.66,3.06,2.18
8264,SOCI-300,MEASURING HOUSING DISC,2.41,3.49,2.63,2.27,2.84
8265,URBS-009,WRITNG ABT CULT IN CITY,2.22,3.53,2.87,2.82,2.74
8266,URBS-430,SPATIAL ANAL/URB STUDIES,2.48,4.0,3.58,2.42,3.02
8267,URBS-453,MET GROWTH & URB POVERTY,2.56,3.54,2.99,2.63,2.63
8268,URBS-454,INFO WKSHP REDEV CITIES: Information Public Policy & The Redevelopment of Distrissed Cities,2.63,3.28,3.1,2.38,2.73
8269,URBS-459,PHILA POLITICS,3.0,3.92,3.83,3.42,3.08
8270,ANTH-303,METHODS IN URBAN ETHNOG,2.39,3.51,2.96,1.69,2.82
8271,ANTH-305,ANTHROPOLOGY & POLICY,2.52,3.54,3.21,2.87,2.87
8272,ASAM-205,ASIAN AMER COMM FLD WRK,2.07,3.82,3.47,3.25,2.49
8273,GAFL-505,LAW FOR PUBLIC MANAGERS,2.37,3.71,3.72,3.22,2.67
8274,HIST-204,HIST OF LAW & SOCIAL POL,2.56,3.45,3.19,3.08,2.85
8275,SOCI-112,DISCRIM: SEX RACE/CONFL: Discrimination: Sexual & Racial,2.21,2.92,2.61,2.46,2.32
8276,SOCI-530,SOCIAL PSYCHOLOGY,2.55,3.55,3.16,3.02,2.65
8277,URBS-457,GLOBALIZ & WELFARE STATE,2.38,3.45,3.05,3.03,2.8
8278,URBS-100,HOMELESSNESS AND THE URBAN CRISIS,2.39,3.1,2.78,2.55,2.49
8279,URBS-201,URBAN HEALTH SYSTEMS,2.49,3.44,3.44,3.34,2.86
8280,URBS-204,URBAN LAW,2.9,3.3,2.4,3.17,3.23
8281,URBS-230,GIS APPL IN SOC SCIENCE,2.22,3.81,3.67,2.44,2.46
8282,URBS-270,ETHNICITY,2.33,3.47,3.2,3.14,2.62
8283,URBS-272,ARCHITECTURE LOC & CLASS: Philadelphia Architecture 1780-1930,1.98,2.74,3.03,2.52,2.07
8284,URBS-400,SENIOR SEMINAR,3.08,3.64,2.84,1.89,3.65
8285,URBS-404,PHILANTHROPY & THE CITY,2.38,3.32,3.59,3.11,2.66
8286,URBS-408,COM ACTIV & SCHL REFORM,2.39,3.09,2.5,3.04,2.71
8287,URBS-413,SPRAWL:DREAM/NIGHTMARE,2.45,3.0,2.83,2.77,2.76
8288,URBS-452,COMMUNITY ECONOMIC DEVL,2.53,3.66,3.6,3.42,2.41
8289,URBS-472,RACE & THE CITY:  Origins & Prospects of the Black Underclass,2.79,3.01,3.18,2.84,3.43
8290,FNAR-222,BIG PICTURES: MURAL ART,1.85,2.77,3.27,2.09,2.66
8291,GRMN-244,METROPOLIS:CULTR OF CITY,2.4,3.04,2.84,2.81,2.7
8292,URBS-255,URBAN NEIGHBORHOODS,2.13,3.35,2.86,2.89,2.36
8293,URBS-320,WHO GETS ELECTED AND WHY,2.2,2.29,3.19,2.69,2.27
8294,URBS-403,US URBAN POLITICAL HIST,2.14,2.8,2.45,2.34,2.53
8295,URBS-420,PERSP ON URBAN POVERTY,2.56,3.21,3.22,3.37,2.95
8296,ANTH-252,CULTRL VALUES MODRN AMER,2.09,3.08,2.44,2.51,2.5
8297,ARTH-290,Processes of Place-Making: Fostering Public Design,2.28,3.54,3.57,2.71,2.35
8298,SOCI-041,DIVERSITY IN HIGHER EDUC,2.5,2.9,3.03,2.44,2.66
8299,URBS-103,INDUSTRIAL METROPOLIS,2.53,3.58,3.15,3.06,2.95
8300,URBS-540,LIBERATION & OWNERSHIP,2.5,3.55,3.45,3.36,2.45
8301,ANTH-236,MESOP: HRTLAND OF CITIES,2.01,3.2,3.08,2.29,2.01
8302,ASAM-009,WRITING SEMINAR IN ASAM: Writing About Asian American Communities,1.76,3.7,3.79,2.82,2.09
8303,SOCI-007,POPULATION & SOCIETY,1.99,3.2,2.58,2.61,2.13
8304,URBS-078,Faculty/Student Collaborative Action: Seminar in Urban Univ/Comm Relations,2.01,3.49,3.45,2.53,2.44
8305,URBS-422,CITIES DEMOC CITIZENSHIP,2.29,4.0,4.0,3.71,2.43
8306,URBS-456,ECONOMICS & URB AFFAIRS,2.18,3.47,2.46,2.4,2.12
8307,PSCI-136,URBAN POLITICS IN THE US,2.19,2.73,2.14,2.61,2.23
8308,SOCI-430,ADVANCED TOPICS IN SOC: WEBER,2.49,3.31,2.78,2.91,2.73
8309,SOCI-553,FIELD METH. SOCIAL RES,2.78,3.43,3.14,2.79,3.29
8310,SOCI-567,URBAN SOCIOLOGY,2.49,3.98,3.6,3.46,2.84
8311,URBS-429,POST INDUSTRIAL CITY: Urban Ideologies in the Media Age,2.46,3.27,3.41,2.93,2.98
8312,URBS-448,Neighborhood Displacement & Community Power,1.86,3.15,3.4,2.75,2.08
8313,ARTH-202,THE CITY AND COLONIALISM,2.34,3.63,2.72,2.45,2.08
8314,ENGL-145,ADV NON-FIC WRITING,2.55,3.52,3.62,3.32,2.68
8315,SOCI-453,METROP GROWTH & POVERTY: Metropolitan Growth & Poverty,2.56,3.54,2.99,2.63,2.63
8316,URBS-305,FRANKLIN COMMUNITY SEM,1.32,2.55,2.63,2.2,1.69
8317,URBS-460,Comprehensive School Reform as Applied Public Policy,2.69,3.15,3.17,3.17,2.84
8318,ANTH-516,PUBLIC INTEREST WORKSHOP,2.94,2.68,2.74,2.5,3.46
8319,EALC-189,URBN NARR COLONIAL KOREA,2.0,3.67,3.67,3.67,2.0
8320,NELC-182,ANCIENT CIVS OF THE WRLD,2.06,2.88,2.21,1.9,1.77
8321,SOCI-336,CULTURE ARTS AND MEDIA: Culture Arts and Media in Urban Context,2.13,2.63,2.63,2.5,2.63
8322,THAR-110,WESTERN DRAMA,2.06,3.2,2.75,2.9,2.18
8323,URBS-203,INTRO CITY PLAN,2.08,2.89,3.03,2.59,2.29
8324,URBS-208,PENN-WEST PHILA SUMM INT,2.06,3.56,3.02,2.16,2.38
8325,URBS-412,Building Non-Profits from the Ground Up,2.2,3.08,3.01,2.48,2.4
8326,URBS-507,CITIES AND INTELLECTUALS,3.0,3.5,3.5,3.25,2.5
8327,ENGL-429,TOWN OR COUNTRY: Going to Hell: Exploring the Infernal in Western Literature,2.48,3.47,3.25,3.33,2.84
8328,FOLK-436,URBAN FOLKLORE,2.42,3.62,3.54,3.5,2.95
8329,URBS-104,URBAN CRISIS: American Cities Since World War II,2.02,3.0,2.08,2.42,2.2
8330,FOLK-321,EXPLRNG LOCAL MEM & TRAD,1.67,3.67,3.33,2.33,2.67
8331,URBS-506,CITIES & INTELLECTUALS,1.98,3.11,3.0,2.72,2.02
8332,URBS-360,RE-IMAGINING PHILA: Environmental Design Workshop,2.81,3.58,2.81,3.15,3.42
8333,URBS-480,LIBERATION & OWNERSHIP,2.71,3.54,3.67,3.48,2.61
8334,BENF-210,FAC/STUD COLLAB LEARNING: Action-Oriented Policies: Hist of Blk Educ in Phila Franklin to Present,1.31,3.23,2.77,2.23,1.92
8335,FNAR-226,THE PHOTOGRAPHY OF URBAN PLACE,1.86,2.79,2.44,1.92,2.53
8336,HIST-206,MAJ SEM WORLD AFT 1800: CHINESE WOMEN'S HIST,2.54,3.47,3.22,3.08,2.75
8337,HIST-361,AMER POLITICS & SOCIETY,2.56,3.67,2.96,3.13,2.83
8338,PSCI-139,POL OF POVERTY & DEVELOP,2.42,3.63,3.31,3.17,3.21
8339,RELS-111,RELIGION/SECULAR VALUES: THE AMERICAN JESUS,2.12,3.04,3.2,3.05,2.25
8340,URBS-290,METROPOLITAN NATURE,2.13,3.39,2.82,2.94,2.0
8341,URBS-414,Memory and Urbanism in the Americas,2.2,3.35,3.23,3.0,2.54
8342,ENGL-401,TEACHING AMER STUDIES,2.06,3.71,3.54,3.19,2.81
8343,GAFL-472,REFORMING CITY GOVT: Effecting Change in Phila: Reforming City Government,2.0,4.0,3.2,2.5,2.2
8344,NELC-103,ORIGIN & CULTR OF CITIES,2.25,2.82,2.22,2.0,2.13
8345,ENVS-463,BROWNFIELD REMEDIATION,2.82,3.24,2.55,2.79,2.92
8346,NELC-241,IRAQ:ANC CITIES& EMPIRES,2.01,3.2,3.08,2.29,2.01
8347,SAST-002,THE CITY IN SOUTH ASIA,2.27,3.55,3.21,2.8,2.48
8348,THAR-111,RENAISSANCE TO REALISM,2.43,3.31,2.98,3.01,2.57
8349,URBS-178,Faculty/Student Collaborative Action: Seminar in Urban Univ/Comm Relations,1.97,3.27,3.28,2.49,2.29
8350,URBS-259,Media City: New Lifestyles/New Forms,2.54,2.98,3.02,3.09,3.23
8351,URBS-401,URBAN STUDIES HONORS,2.47,3.68,3.6,3.21,2.42
8352,URBS-415,URBAN REAL ESTATE MRKTS,2.32,3.26,3.07,2.58,2.38
8353,URBS-010,HOMELSSNSS & URB INEQUAL,2.5,2.9,3.03,2.44,2.66
8354,URBS-330,GIS APPL IN SOC SCIENCE,2.35,3.37,3.11,2.09,2.66
8355,ANTH-290,MULTCULT:PLTCSTHRYPRTC: Multiculturalism: Theory and Practice,2.27,2.45,1.86,2.27,2.98
8356,HIST-367,PHILADELPHIA 1700-2000,2.52,3.07,3.54,2.85,2.85
8357,URBS-012,HIST/POLITICS OF PLACE,2.2,3.7,3.1,2.9,2.2
8358,URBS-253,Cities Suburbs and Their Regions,2.32,3.45,3.43,2.72,2.35
8359,GRMN-237,Berlin: History Politics Culture,2.4,3.44,3.55,2.53,2.67
8360,HIST-205,Urban Culture in the Middle East,2.51,3.55,2.87,2.9,2.88
8361,SOCI-436,CULT ARTS & MEDIA URBAN,3.1,3.1,3.0,3.1,3.5
8362,URBS-390,URBAN AGRICULTURE,1.95,3.12,3.05,3.14,1.93
8363,URBS-417,CITIES & SUSTAINABILITY,2.58,3.36,3.26,3.04,2.81
8364,URBS-467,GLBL CITIES 21ST CNTRY: Global Cities in the 21st Century,2.38,3.06,3.25,2.63,2.23
8365,HIST-373,LECTURE,2.6,3.03,3.57,2.92,2.89
8366,HIST-463,HISTORY OF AMER.EDUCATIO,2.8,3.45,3.0,3.37,3.17
8367,ARCH-255,SUSTAINABILITY IN ACTION,1.96,2.44,2.57,2.49,2.39
8368,ASAM-150,TOPICS IN ASIAN-AM STDS,2.21,3.4,3.02,2.84,2.43
8369,HIST-233,WLRD HIST: E ASIA/LTAM: GENES AND HUMAN HISTORY,2.49,3.39,3.2,3.14,2.89
8370,HIST-356,RACE & METRO IN 20TH C: Race and Metropolis in the Long 20th Century,2.57,3.36,3.71,3.14,2.57
8371,URBS-470,Executive Power in Metropolitan American Politics,3.13,2.56,3.31,3.13,3.44
8372,ANTH-359,NUTRITIONAL ANTHROPOLOGY,1.67,2.93,2.58,2.08,1.78
8373,ASAM-201,IMMIGRANT URBAN LABOR IN THE U.S.,2.07,3.06,3.19,3.21,2.42
8374,MUSC-018,ORIGINS OF MUSIC,2.08,3.19,3.09,3.02,2.47
8375,CINE-305,FILM AND THE CITY,1.84,3.04,2.25,2.71,1.88
8376,HIST-489,AFRICANS ABROAD,2.25,3.21,3.29,3.25,2.5
8377,URBS-213,URBAN ETHNOGRAPHY,2.61,3.42,2.87,2.8,3.05
8378,ANTH-483,INTERFAITH ACTION,1.79,3.86,3.86,3.36,2.21
8379,COMM-320,Urban Ethnography: Documenting City Life,2.6,2.98,3.12,1.97,3.15
8380,CRIM-280,NEIGHBRHD DYN. OF CRIME,2.11,2.85,2.3,2.3,2.29
8381,URBS-421,EXPLORING CREATIVITY,1.75,3.75,3.5,3.5,2.25
8382,ARCH-414,FANTASTIC CITIES: URBAN LANDSCAPES SEEN THORUGH MEMORY IMAGINATION & DREAMS,2.33,2.33,2.67,2.33,2.67
8383,THAR-275,ADV TPCS IN THEATRE,2.22,3.4,3.32,3.27,2.42
8384,ARTH-100,INTRO TO ART: Art and Technology: 1830s-2000s,2.23,3.3,3.01,2.65,2.32
8385,URDU-401,BEGINNING URDU,2.1,3.33,3.06,2.91,1.46
8386,URDU-421,INTERMEDIATE URDU,3.17,3.02,3.18,3.1,2.49
8387,URDU-441,ADVANCED URDU I: GHAZAL,3.0,3.25,3.67,3.67,1.83
8388,URDU-431,AD URDU: PROSE: URDU IN RELIGIOUS CLTR,2.33,3.65,3.7,3.33,1.66
8389,HIND-400,BEGINNING HINDI,2.1,3.33,3.06,2.91,1.46
8390,VLST-101,EYE MIND AND IMAGE,2.6,2.57,2.15,2.11,2.61
8391,VLST-103,3 DIMENSIONS:TIME/SPACE,3.09,3.13,3.12,2.45,3.52
8392,VLST-102,2 DIMENSIONS:FORM/MEANG,3.08,3.09,3.04,2.53,3.42
8393,VLST-395,SENIOR PROJECT,2.96,3.22,2.89,2.07,3.36
8394,VLST-301,UNDERGRADUATE SEMINAR: WHAT IS VISUAL STUDIES?,2.61,3.33,2.66,2.62,2.53
8395,FNAR-211,COLOR,2.48,3.01,2.37,2.29,3.29
8396,PHIL-423,PHIL & VISUAL PERCEPTION,2.97,3.47,2.67,3.15,2.83
8397,PSYC-111,PERCEPTION,2.63,3.01,2.49,2.58,2.29
8398,PSYC-311,RESEARCH EXP PERCEPTION,2.31,3.66,2.96,2.75,2.44
8399,PSYC-217,VISUAL NEUROSCIENCE,2.57,3.1,2.67,2.2,2.03
8400,PSYC-117,VISUAL NEUROSCIENCE,2.98,2.82,2.04,2.11,2.49
8401,BIBB-217,VISUAL NEUROSCIENCE,2.57,3.1,2.67,2.2,2.03
8402,FNAR-145,SCULPTURE I:TECHNIQUES,2.25,3.15,3.21,2.75,2.71
8403,FNAR-150,PHOTOGRAPHY PRACTICES,2.23,3.07,3.34,2.49,2.54
8404,FNAR-340,DIGITAL PHOTOGRAPHY,2.45,3.11,3.2,2.34,3.0
8405,ARTH-102,EURO ART & CIV > 1400,2.38,2.98,2.91,2.73,2.32
8406,ARTH-103,ART & CIV IN EAST ASIA,2.3,3.21,3.34,2.62,2.35
8407,ARTH-294,FACING AMERICA,2.94,2.99,3.6,2.96,2.94
8408,FNAR-250,INTRO TO PRINTMAKING,2.11,3.72,3.75,2.64,2.44
8409,ARTH-104,ART OF ASIA:INDIAS.EAST,2.38,2.61,2.1,2.45,2.25
8410,VLST-223,PHIL & VISUAL PERCEPTION: Hallucinations Illusions and Knowledge,2.97,3.47,2.67,3.15,2.83
8411,WHCP-894,CRISIS COMMUNICATION,2.19,3.45,3.17,2.42,2.4
8412,WHCP-898,COMM UNDER PRESSURE: Communicating Under Pressure,1.79,3.36,3.3,2.39,1.59
8413,WHCP-899,COMMUNICATING CHANGE: ADVANCED PERSUASION: COMMUNICATING CHANGE,2.07,3.67,3.34,2.59,2.26
8414,WHCP-614,MANAGEMENT COMMUNICATION,2.14,3.25,3.08,2.56,2.22
8415,WHCP-893,WRITING FOR BUSINESS,1.73,3.43,2.29,2.5,2.54
8416,WHCP-619,MGMT COMM: ADV. PERSUAS,2.1,3.41,2.83,2.07,2.54
8417,WHMP-501,MANAGEMENT & ORG BEHAV,2.6,3.05,2.96,2.84,3.17
8418,WHMP-502,ACCT FOR MANAGERS,2.88,3.25,2.73,2.81,3.0
8419,WHMP-503,FINANCIAL MANAGEMENT,3.12,3.25,2.69,2.86,3.17
8420,WHMP-504,LEGAL ASPECTS OF MGMT,3.24,2.82,2.89,2.57,3.34
8421,WHMP-505,MULTINATIONAL MANAGEMENT,2.86,3.33,2.89,2.85,2.95
8422,WHMP-507,MARKETING MANAGEMENT,2.81,3.29,3.48,3.02,3.03
8423,WHMP-508,HUMAN RESOURCE MGMT,2.37,3.35,3.03,2.96,2.53
8424,WHMP-506,BUSINESS POLICY,2.79,3.06,3.01,3.17,3.08
8425,WH-399,J W SCHOLAR SR RES SEM,1.86,3.51,3.33,3.01,2.09
8426,WH-299,WHUG RESEARCH SCHOLARS,2.77,3.33,3.41,3.2,3.06
8427,WH-398,Senior Capstone,2.07,3.44,3.71,2.95,2.38
8428,FNCE-897,FNCE IN MID EAST & N AFR,2.21,2.64,2.96,2.19,2.34
8429,MGMT-893,ADVANCED STUDY-EMGT: Building Future Markets: The Case for Africa,2.0,2.71,2.45,2.43,2.37
8430,MKTG-893,ADVANCED STUDY: Marketing in Emerg. Economies: Understanding & Mktg to the Chinese Consumer,1.91,3.17,3.43,2.45,2.04
8431,OPIM-899,GL SPLY CHAIN MGMT CHINA: GLOBAL SUPPLY CHAIN MANAGEMENT IN CHINA,2.28,3.07,3.01,2.9,2.95
8432,WH-150,BUSINESS RESEARCH: Design Fundamentals and Applications,2.22,2.16,1.47,1.46,2.55
8433,WH-213,MANAGING EMERGING ECONS: Rio de Janeiro Brazil,2.06,2.77,3.1,2.1,2.42
8434,FNCE-896,FINANCE IN EUROPE,1.81,2.67,2.96,2.42,1.73
8435,HCMG-890,ASP: MGMT HC SERV BUS,2.0,3.0,2.96,2.42,1.98
8436,OIDD-892,TECH & ENTRPSHIP INDIA,1.93,3.4,3.67,3.27,1.8
8437,OIDD-899,INDEPENDENT STUDY: GLOBAL SUPPLY CHAIN MGMT IN CHINA,2.74,3.16,3.17,3.09,3.09
8438,WRIT-002,CRAFT OF PROSE: CRAFT OF PROSE,2.44,3.56,3.04,2.37,3.45
8439,WRIT-011,WRITING SEM GLOBAL ENGL: IMMIGRATION & COMMUNICAT,2.51,3.39,2.9,2.49,3.46
8440,WRIT-013,WRITING SEMINAR IN ANTH: EATING CULTURE,2.48,3.44,2.92,2.45,3.46
8441,WRIT-015,WRITING SEMINAR IN ARTH: READING MEDIEVAL ART,2.53,3.5,2.58,2.46,3.54
8442,WRIT-016,WRITING SEMINAR IN ASAM: RACE AND POPULAR CINEMA,2.28,3.4,3.59,2.82,3.18
8443,WRIT-023,CRITICAL WRITING SEMINAR: PUBLIC RELATIONS WRITING,2.86,2.54,2.21,2.13,3.59
8444,WRIT-025,WRITING SEMINAR IN CINE: SPECTATORS WITNESSES,2.43,3.36,2.99,2.13,3.35
8445,WRIT-026,WRITING SEMINAR IN CLST: THE GOLDEN ASS,2.45,3.54,2.82,2.58,3.38
8446,WRIT-027,WRITING SEMINAR IN COML: DEVIANCE IN MODERN DRAMA,2.54,3.59,3.02,2.64,3.47
8447,WRIT-030,CRITICAL WRITING SEMINAR: DIGITAL LITERACIES,2.51,3.38,2.86,2.36,3.46
8448,WRIT-039,WRITING SEMINAR IN ENGL: THE CONSCIENCE OF WAR,2.53,3.4,2.86,2.55,3.41
8449,WRIT-040,WRITING SEMINAR IN ENVS: LAW ENVIRONMENT IDENT,2.02,3.8,3.4,2.74,2.83
8450,WRIT-042,WRITING SEMINAR IN FOLK: HEROES AND MONSTERS,2.7,3.49,1.95,1.77,3.61
8451,WRIT-048,WRITING SEMINAR IN GSOC: NEW WOMAN EUROPEAN LIT,2.13,3.79,3.13,3.0,2.82
8452,WRIT-049,WRITING SEMINAR IN HIST: RECONCILING SOUTH AFRICA,2.67,3.24,2.76,2.47,3.52
8453,WRIT-057,WRITING SEMINAR IN JPUB: THE GENE FACTOR,2.18,3.1,2.69,2.68,3.06
8454,WRIT-065,WRITING SEMINAR IN MATH: LANGUAGE OF THE UNIVERSE,2.33,3.13,2.62,2.08,3.03
8455,WRIT-067,WRITING SEMINAR IN MUSC: MUSIC IN THE DIGITAL AGE,2.5,2.91,2.52,1.97,3.33
8456,WRIT-068,WRITING SEMINAR IN NELC: THE 1001 NIGHTS,2.41,3.44,2.74,2.63,3.24
8457,WRIT-073,WRITING SEMINAR IN PHIL: ENVIRONMENTAL ETHICS,2.49,3.43,2.75,2.08,3.44
8458,WRIT-076,WRITING SEMINAR IN PSCI: RHETORIC OF PRESIDENCY,2.5,3.55,3.06,2.63,3.43
8459,WRIT-077,WRITING SEMINAR IN PSYC: NOVELIST & NEUROSCIENTST,2.34,3.24,2.69,2.16,3.37
8460,WRIT-084,WRITING SEMINAR IN ROML: SECRET SOCIETIES,2.46,3.6,3.22,2.32,3.1
8461,WRIT-085,WRITING SEMINAR IN SERV: NO CHILD LEFT BEHIND,2.43,2.82,2.18,1.48,3.13
